   Elapsed time	    ECG	    EMG	oot GSR	and GSR	     HR	 marker	   RESP
        251.867	 -0.102	  0.207	  1.081	  2.931	 82.000	 10.400	 37.400
        251.933	 -0.138	  0.186	  1.081	  2.931	 82.000	 10.400	 37.330
        252.000	  0.275	  0.477	  1.081	  2.931	 82.000	 10.400	 37.280
        252.067	 -0.128	  0.290	  1.081	  2.931	 82.000	 10.390	 37.230
        252.133	 -0.079	  0.249	  1.081	  2.931	 82.000	 10.390	 37.170
        252.200	  0.046	  0.186	  1.080	  2.931	 80.000	 10.390	 37.090
        252.267	  0.099	  0.186	  1.080	  2.931	 80.000	 10.400	 37.030
        252.333	 -0.110	  0.145	  1.080	  2.929	 80.000	 10.400	 36.960
        252.400	 -0.114	  0.207	  1.080	  2.929	 80.000	 10.400	 36.890
        252.467	 -0.106	  0.166	  1.081	  2.928	 80.000	 10.400	 36.780
        252.533	 -0.114	  0.166	  1.080	  2.928	 80.000	 10.400	 36.650
        252.600	 -0.112	  0.186	  1.081	  2.928	 80.000	 10.400	 36.560
        252.667	 -0.108	  0.166	  1.080	  2.928	 80.000	 10.400	 36.510
        252.733	 -0.044	  0.186	  1.081	  2.928	 80.000	 10.400	 36.490
        252.800	 -0.082	  0.145	  1.081	  2.928	 80.000	 10.400	 36.480
        252.867	  0.126	  0.394	  1.081	  2.928	 80.000	 10.400	 36.470
        252.933	  0.123	  0.290	  1.081	  2.928	 80.000	 10.400	 36.470
        253.000	 -0.075	  0.145	  1.081	  2.928	 80.000	 10.400	 36.480
        253.067	 -0.020	  0.166	  1.080	  2.927	 67.000	 10.400	 36.490
        253.133	  0.122	  0.166	  1.081	  2.927	 67.000	 10.400	 36.490
        253.200	  0.117	  0.269	  1.081	  2.927	 67.000	 10.400	 36.500
        253.267	 -0.075	  0.207	  1.081	  2.927	 67.000	 10.400	 36.500
        253.333	 -0.073	  0.145	  1.080	  2.926	 67.000	 10.400	 36.490
        253.400	 -0.076	  0.166	  1.081	  2.926	 67.000	 10.400	 36.450
        253.467	 -0.090	  0.186	  1.081	  2.926	 67.000	 10.400	 36.400
        253.533	 -0.094	  0.207	  1.081	  2.926	 67.000	 10.400	 36.390
        253.600	 -0.078	  0.166	  1.081	  2.926	 67.000	 10.400	 36.400
        253.667	 -0.046	  0.166	  1.081	  2.926	 67.000	 10.400	 36.450
        253.733	 -0.118	  0.166	  1.080	  2.926	 67.000	 10.400	 36.500
        253.800	  0.319	  0.394	  1.081	  2.926	 67.000	 10.390	 36.570
        253.867	 -0.091	  0.186	  1.080	  2.926	 67.000	 10.390	 36.690
        253.933	 -0.059	  0.186	  1.080	  2.926	 67.000	 10.390	 36.820
        254.000	  0.031	  0.166	  1.080	  2.926	 68.000	 10.400	 36.950
        254.067	  0.170	  0.166	  1.081	  2.926	 68.000	 10.400	 37.090
        254.133	 -0.037	  0.166	  1.080	  2.926	 68.000	 10.400	 37.230
        254.200	 -0.100	  0.186	  1.079	  2.924	 68.000	 10.400	 37.360
        254.267	 -0.088	  0.186	  1.079	  2.924	 68.000	 10.400	 37.450
        254.333	 -0.096	  0.166	  1.079	  2.926	 68.000	 10.400	 37.500
        254.400	 -0.040	  0.186	  1.079	  2.923	 68.000	 10.400	 37.590
        254.467	 -0.104	  0.186	  1.079	  2.924	 68.000	 10.400	 37.680
        254.533	  0.242	  0.290	  1.079	  2.923	 68.000	 10.400	 37.780
        254.600	 -0.058	  0.207	  1.079	  2.923	 68.000	 10.400	 37.880
        254.667	 -0.068	  0.186	  1.079	  2.923	 68.000	 10.390	 37.940
        254.733	 -0.003	  0.249	  1.079	  2.923	 81.000	 10.390	 38.010
        254.800	  0.152	  0.186	  1.079	  2.923	 81.000	 10.400	 38.100
        254.867	  0.062	  0.186	  1.079	  2.923	 81.000	 10.400	 38.170
        254.933	 -0.083	  0.186	  1.079	  2.923	 81.000	 10.390	 38.220
        255.000	 -0.068	  0.249	  1.079	  2.923	 81.000	 10.400	 38.210
        255.067	 -0.071	  0.145	  1.079	  2.923	 81.000	 10.390	 38.130
        255.133	 -0.026	  0.207	  1.079	  2.923	 81.000	 10.390	 38.070
        255.200	  0.050	  0.331	  1.079	  2.923	 81.000	 10.400	 38.020
        255.267	  0.305	  0.394	  1.079	  2.922	 81.000	 10.400	 37.970
        255.333	  0.206	  0.331	  1.079	  2.922	 81.000	 10.400	 37.950
        255.400	 -0.057	  0.166	  1.079	  2.922	 81.000	 10.390	 37.920
        255.467	 -0.003	  0.186	  1.079	  2.921	 82.000	 10.400	 37.880
        255.533	  0.136	  0.207	  1.079	  2.921	 82.000	 10.390	 37.810
        255.600	  0.125	  0.104	  1.079	  2.921	 82.000	 10.390	 37.800
        255.667	 -0.062	  0.186	  1.079	  2.921	 82.000	 10.390	 37.760
        255.733	 -0.059	  0.145	  1.079	  2.921	 82.000	 10.400	 37.700
        255.800	 -0.048	  0.186	  1.079	  2.921	 82.000	 10.390	 37.590
        255.867	 -0.058	  0.186	  1.079	  2.921	 82.000	 10.390	 37.450
        255.933	 -0.003	  0.186	  1.079	  2.921	 82.000	 10.390	 37.340
        256.000	  0.077	  0.331	  1.079	  2.921	 82.000	 10.390	 37.250
        256.067	  0.356	  0.414	  1.079	  2.921	 82.000	 10.390	 37.180
        256.133	  0.270	  0.352	  1.079	  2.921	 82.000	 10.390	 37.110
        256.200	 -0.031	  0.186	  1.079	  2.921	 77.000	 10.390	 37.010
        256.267	  0.020	  0.186	  1.079	  2.921	 77.000	 10.390	 36.940
        256.333	  0.158	  0.228	  1.077	  2.919	 77.000	 10.390	 36.800
        256.400	  0.157	  0.166	  1.079	  2.919	 77.000	 10.390	 36.800
        256.467	 -0.038	  0.186	  1.079	  2.919	 77.000	 10.390	 36.750
        256.533	 -0.036	  0.145	  1.079	  2.919	 77.000	 10.390	 36.690
        256.600	 -0.036	  0.083	  1.079	  2.919	 77.000	 10.400	 36.600
        256.667	 -0.050	  0.166	  1.079	  2.919	 77.000	 10.390	 36.480
        256.733	 -0.054	  0.228	  1.079	  2.919	 77.000	 10.390	 36.430
        256.800	 -0.032	  0.207	  1.079	  2.919	 77.000	 10.390	 36.420
        256.867	 -0.007	  0.124	  1.077	  2.919	 77.000	 10.390	 36.420
        256.933	 -0.078	  0.186	  1.079	  2.919	 77.000	 10.390	 36.430
        257.000	  0.393	  0.559	  1.079	  2.919	 77.000	 10.390	 36.430
        257.067	 -0.046	  0.166	  1.079	  2.919	 77.000	 10.390	 36.440
        257.133	 -0.014	  0.166	  1.079	  2.919	 77.000	 10.390	 36.450
        257.200	  0.075	  0.166	  1.079	  2.919	 70.000	 10.390	 36.460
        257.267	  0.203	  0.228	  1.079	  2.919	 70.000	 10.390	 36.470
        257.333	 -0.012	  0.145	  1.079	  2.919	 70.000	 10.390	 36.470
        257.400	 -0.061	  0.166	  1.079	  2.919	 70.000	 10.390	 36.480
        257.467	 -0.054	  0.290	  1.079	  2.919	 70.000	 10.390	 36.450
        257.533	 -0.070	  0.166	  1.079	  2.917	 70.000	 10.390	 36.400
        257.600	 -0.078	  0.166	  1.079	  2.919	 70.000	 10.390	 36.370
        257.667	 -0.081	  0.228	  1.079	  2.917	 70.000	 10.390	 36.380
        257.733	 -0.053	  0.166	  1.079	  2.916	 70.000	 10.390	 36.420
        257.800	 -0.059	  0.166	  1.077	  2.916	 70.000	 10.390	 36.490
        257.867	 -0.066	  0.186	  1.077	  2.916	 70.000	 10.390	 36.560
        257.933	  0.302	  0.311	  1.079	  2.916	 70.000	 10.390	 36.680
        258.000	 -0.074	  0.166	  1.077	  2.916	 70.000	 10.390	 36.810
        258.067	 -0.030	  0.166	  1.076	  2.916	 70.000	 10.390	 36.940
        258.133	  0.093	  0.166	  1.077	  2.916	 67.000	 10.390	 37.070
        258.200	  0.148	  0.207	  1.076	  2.916	 67.000	 10.390	 37.210
        258.267	 -0.074	  0.166	  1.076	  2.916	 67.000	 10.390	 37.340
        258.333	 -0.089	  0.207	  1.076	  2.916	 67.000	 10.390	 37.450
        258.400	 -0.082	  0.166	  1.077	  2.916	 67.000	 10.390	 37.520
        258.467	 -0.094	  0.186	  1.076	  2.916	 67.000	 10.390	 37.560
        258.533	 -0.057	  0.145	  1.076	  2.916	 67.000	 10.390	 37.630
        258.600	 -0.085	  0.124	  1.076	  2.916	 67.000	 10.390	 37.730
        258.667	 -0.019	  0.290	  1.076	  2.916	 67.000	 10.390	 37.840
        258.733	  0.204	  0.269	  1.076	  2.916	 67.000	 10.390	 37.930
        258.800	 -0.079	  0.228	  1.076	  2.916	 67.000	 10.390	 37.990
        258.867	 -0.030	  0.145	  1.076	  2.916	 67.000	 10.390	 38.070
        258.933	  0.103	  0.166	  1.076	  2.915	 77.000	 10.390	 38.150
        259.000	  0.110	  0.186	  1.076	  2.914	 77.000	 10.390	 38.200
        259.067	 -0.086	  0.207	  1.076	  2.915	 77.000	 10.390	 38.200
        259.133	 -0.085	  0.186	  1.076	  2.914	 77.000	 10.390	 38.190
        259.200	 -0.080	  0.207	  1.076	  2.914	 77.000	 10.390	 38.100
        259.267	 -0.074	  0.186	  1.076	  2.914	 77.000	 10.390	 38.000
        259.333	 -0.054	  0.207	  1.076	  2.914	 77.000	 10.390	 37.920
        259.400	 -0.114	  0.166	  1.076	  2.914	 77.000	 10.390	 37.870
        259.467	  0.320	  0.394	  1.076	  2.914	 77.000	 10.390	 37.850
        259.533	 -0.081	  0.207	  1.076	  2.914	 77.000	 10.390	 37.800
        259.600	 -0.043	  0.145	  1.076	  2.914	 77.000	 10.390	 37.750
        259.667	  0.056	  0.186	  1.076	  2.914	 81.000	 10.390	 37.700
        259.733	  0.175	  0.186	  1.076	  2.914	 81.000	 10.390	 37.660
        259.800	 -0.041	  0.166	  1.076	  2.914	 81.000	 10.390	 37.590
        259.867	 -0.085	  0.166	  1.076	  2.914	 81.000	 10.390	 37.530
        259.933	 -0.070	  0.166	  1.076	  2.914	 81.000	 10.390	 37.430
        260.000	 -0.081	  0.228	  1.076	  2.914	 81.000	 10.390	 37.290
        260.067	 -0.087	  0.124	  1.076	  2.914	 81.000	 10.390	 37.180
        260.133	 -0.056	  0.166	  1.076	  2.914	 81.000	 10.390	 37.090
        260.200	 -0.050	  0.186	  1.076	  2.911	 81.000	 10.390	 37.040
        260.267	 -0.107	  0.145	  1.076	  2.911	 81.000	 10.390	 36.990
        260.333	  0.375	  0.456	  1.076	  2.912	 81.000	 10.390	 36.940
        260.400	 -0.068	  0.145	  1.076	  2.911	 81.000	 10.390	 36.880
        260.467	 -0.027	  0.186	  1.076	  2.911	 81.000	 10.390	 36.830
        260.533	  0.081	  0.166	  1.076	  2.911	 72.000	 10.390	 36.780
        260.600	  0.173	  0.145	  1.076	  2.911	 72.000	 10.390	 36.730
        260.667	 -0.051	  0.186	  1.076	  2.911	 72.000	 10.390	 36.690
        260.733	 -0.074	  0.186	  1.076	  2.911	 72.000	 10.390	 36.650
        260.800	 -0.066	  0.207	  1.076	  2.911	 72.000	 10.390	 36.570
        260.867	 -0.077	  0.186	  1.076	  2.911	 72.000	 10.390	 36.480
        260.933	 -0.079	  0.166	  1.076	  2.911	 72.000	 10.390	 36.430
        261.000	 -0.078	  0.145	  1.076	  2.909	 72.000	 10.390	 36.410
        261.067	 -0.049	  0.207	  1.076	  2.910	 72.000	 10.390	 36.410
        261.133	 -0.042	  0.166	  1.076	  2.909	 72.000	 10.390	 36.420
        261.200	 -0.090	  0.228	  1.076	  2.909	 72.000	 10.390	 36.420
        261.267	  0.384	  0.435	  1.076	  2.909	 72.000	 10.390	 36.430
        261.333	 -0.059	  0.186	  1.076	  2.909	 72.000	 10.390	 36.450
        261.400	 -0.019	  0.166	  1.076	  2.909	 72.000	 10.390	 36.460
        261.467	  0.088	  0.166	  1.076	  2.909	 66.000	 10.390	 36.470
        261.533	  0.174	  0.166	  1.076	  2.909	 66.000	 10.390	 36.470
        261.600	 -0.051	  0.166	  1.076	  2.909	 66.000	 10.390	 36.490
        261.667	 -0.077	  0.186	  1.076	  2.909	 66.000	 10.390	 36.480
        261.733	 -0.085	  0.104	  1.076	  2.909	 66.000	 10.390	 36.450
        261.800	 -0.091	  0.145	  1.076	  2.909	 66.000	 10.390	 36.400
        261.867	 -0.094	  0.166	  1.076	  2.909	 66.000	 10.390	 36.390
        261.933	 -0.093	  0.145	  1.076	  2.909	 66.000	 10.390	 36.420
        262.000	 -0.044	  0.166	  1.076	  2.909	 66.000	 10.390	 36.490
        262.067	 -0.102	  0.166	  1.076	  2.909	 66.000	 10.390	 36.670
        262.133	  0.317	  0.414	  1.076	  2.909	 66.000	 10.390	 36.680
        262.200	 -0.093	  0.186	  1.076	  2.906	 66.000	 10.390	 36.800
        262.267	 -0.062	  0.207	  1.076	  2.909	 66.000	 10.390	 36.930
        262.333	  0.005	  0.166	  1.076	  2.906	 68.000	 10.390	 37.060
        262.400	  0.162	  0.186	  1.076	  2.906	 68.000	 10.390	 37.180
        262.467	  0.022	  0.166	  1.076	  2.906	 68.000	 10.390	 37.330
        262.533	 -0.099	  0.207	  1.076	  2.906	 68.000	 10.380	 37.450
        262.600	 -0.088	  0.166	  1.076	  2.906	 68.000	 10.390	 37.550
        262.667	 -0.096	  0.186	  1.076	  2.906	 68.000	 10.390	 37.580
        262.733	 -0.087	  0.124	  1.076	  2.906	 68.000	 10.390	 37.630
        262.800	 -0.065	  0.207	  1.076	  2.906	 68.000	 10.390	 37.700
        262.867	 -0.123	  0.166	  1.076	  2.906	 68.000	 10.390	 37.800
        262.933	  0.291	  0.373	  1.074	  2.905	 68.000	 10.390	 37.900
        263.000	 -0.090	  0.166	  1.075	  2.904	 68.000	 10.390	 37.980
        263.067	 -0.053	  0.166	  1.074	  2.906	 68.000	 10.390	 38.060
        263.133	  0.042	  0.186	  1.074	  2.904	 80.000	 10.390	 38.130
        263.200	 -0.020	  0.186	  1.074	  2.904	 80.000	 10.390	 38.190
        263.267	 -0.081	  0.228	  1.075	  2.904	 80.000	 10.390	 38.200
        263.333	 -0.097	  0.166	  1.074	  2.904	 80.000	 10.390	 38.220
        263.400	 -0.084	  0.207	  1.076	  2.904	 80.000	 10.390	 38.210
        263.467	 -0.085	  0.166	  1.074	  2.904	 80.000	 10.390	 38.160
        263.533	 -0.050	  0.207	  1.074	  2.904	 80.000	 10.390	 38.090
        263.600	 -0.115	  0.166	  1.074	  2.904	 80.000	 10.390	 38.090
        263.667	  0.300	  0.435	  1.074	  2.904	 80.000	 10.390	 38.080
        263.733	 -0.100	  0.207	  1.074	  2.904	 80.000	 10.390	 38.080
        263.800	 -0.062	  0.228	  1.074	  2.904	 80.000	 10.390	 38.070
        263.867	  0.017	  0.228	  1.074	  2.904	 82.000	 10.390	 38.040
        263.933	  0.163	  0.186	  1.074	  2.904	 82.000	 10.390	 38.040
        264.000	 -0.021	  0.166	  1.074	  2.902	 82.000	 10.390	 38.020
        264.067	 -0.100	  0.124	  1.074	  2.901	 82.000	 10.390	 38.010
        264.133	 -0.085	  0.166	  1.074	  2.901	 82.000	 10.390	 37.950
        264.200	 -0.095	  0.207	  1.074	  2.901	 82.000	 10.390	 37.860
        264.267	 -0.058	  0.166	  1.074	  2.901	 82.000	 10.380	 37.780
        264.333	 -0.088	  0.186	  1.074	  2.901	 82.000	 10.390	 37.700
        264.400	 -0.047	  0.331	  1.074	  2.901	 82.000	 10.390	 37.650
        264.467	  0.260	  0.394	  1.074	  2.901	 82.000	 10.390	 37.630
        264.533	 -0.078	  0.186	  1.074	  2.901	 82.000	 10.380	 37.590
        264.600	 -0.027	  0.166	  1.074	  2.901	 82.000	 10.380	 37.580
        264.667	  0.106	  0.166	  1.074	  2.901	 80.000	 10.390	 37.580
        264.733	  0.123	  0.166	  1.074	  2.901	 80.000	 10.390	 37.560
        264.800	 -0.074	  0.186	  1.074	  2.901	 80.000	 10.380	 37.530
        264.867	 -0.074	  0.166	  1.074	  2.901	 80.000	 10.390	 37.500
        264.933	 -0.066	  0.186	  1.074	  2.900	 80.000	 10.390	 37.400
        265.000	 -0.077	  0.166	  1.074	  2.900	 80.000	 10.390	 37.280
        265.067	 -0.059	  0.166	  1.074	  2.899	 80.000	 10.380	 37.190
        265.133	 -0.026	  0.145	  1.074	  2.899	 80.000	 10.390	 37.120
        265.200	 -0.090	  0.124	  1.074	  2.899	 80.000	 10.390	 37.080
        265.267	  0.357	  0.414	  1.074	  2.899	 80.000	 10.380	 37.030
        265.333	 -0.061	  0.186	  1.074	  2.899	 80.000	 10.380	 36.970
        265.400	 -0.032	  0.228	  1.074	  2.899	 80.000	 10.390	 36.920
        265.467	  0.054	  0.228	  1.074	  2.899	 75.000	 10.390	 36.870
        265.533	  0.192	  0.166	  1.074	  2.899	 75.000	 10.380	 36.810
        265.600	 -0.010	  0.249	  1.074	  2.899	 75.000	 10.390	 36.760
        265.667	 -0.065	  0.166	  1.074	  2.899	 75.000	 10.390	 36.710
        265.733	 -0.054	  0.186	  1.074	  2.899	 75.000	 10.390	 36.650
        265.800	 -0.064	  0.145	  1.074	  2.899	 75.000	 10.390	 36.540
        265.867	 -0.067	  0.166	  1.074	  2.896	 75.000	 10.390	 36.470
        265.933	 -0.068	  0.145	  1.074	  2.896	 75.000	 10.390	 36.430
        266.000	 -0.064	  0.166	  1.074	  2.896	 75.000	 10.380	 36.420
        266.067	 -0.061	  0.207	  1.074	  2.896	 75.000	 10.380	 36.430
        266.133	 -0.015	  0.207	  1.074	  2.896	 75.000	 10.380	 36.430
        266.200	 -0.047	  0.166	  1.074	  2.896	 75.000	 10.380	 36.440
        266.267	  0.216	  0.394	  1.074	  2.896	 75.000	 10.380	 36.440
        266.333	  0.114	  0.331	  1.074	  2.896	 75.000	 10.380	 36.460
        266.400	 -0.032	  0.145	  1.074	  2.896	 75.000	 10.380	 36.470
        266.467	  0.018	  0.186	  1.074	  2.896	 60.000	 10.390	 36.480
        266.533	  0.157	  0.124	  1.074	  2.896	 60.000	 10.380	 36.490
        266.600	  0.145	  0.145	  1.074	  2.896	 60.000	 10.380	 36.490
        266.667	 -0.046	  0.207	  1.074	  2.896	 60.000	 10.380	 36.490
        266.733	 -0.044	  0.145	  1.074	  2.895	 60.000	 10.380	 36.480
        266.800	 -0.050	  0.166	  1.074	  2.896	 60.000	 10.380	 36.450
        266.867	 -0.063	  0.228	  1.074	  2.896	 60.000	 10.390	 36.420
        266.933	 -0.067	  0.186	  1.074	  2.894	 60.000	 10.380	 36.420
        267.000	 -0.069	  0.186	  1.074	  2.894	 60.000	 10.380	 36.470
        267.067	 -0.022	  0.228	  1.074	  2.896	 60.000	 10.380	 36.560
        267.133	 -0.072	  0.124	  1.074	  2.894	 60.000	 10.390	 36.630
        267.200	  0.260	  0.414	  1.074	  2.894	 60.000	 10.380	 36.710
        267.267	  0.000	  0.311	  1.074	  2.894	 60.000	 10.380	 36.820
        267.333	 -0.053	  0.166	  1.074	  2.894	 60.000	 10.380	 36.930
        267.400	  0.000	  0.145	  1.074	  2.894	 67.000	 10.380	 37.060
        267.467	  0.150	  0.207	  1.074	  2.894	 67.000	 10.380	 37.180
        267.533	  0.094	  0.186	  1.074	  2.894	 67.000	 10.380	 37.320
        267.600	 -0.083	  0.207	  1.074	  2.894	 67.000	 10.380	 37.430
        267.667	 -0.080	  0.145	  1.074	  2.894	 67.000	 10.380	 37.530
        267.733	 -0.079	  0.186	  1.074	  2.892	 67.000	 10.380	 37.570
        267.800	 -0.078	  0.186	  1.074	  2.894	 67.000	 10.380	 37.630
        267.867	 -0.044	  0.166	  1.074	  2.894	 67.000	 10.390	 37.720
        267.933	 -0.103	  0.228	  1.074	  2.891	 67.000	 10.380	 37.820
        268.000	  0.303	  0.290	  1.074	  2.892	 67.000	 10.380	 37.910
        268.067	 -0.076	  0.166	  1.074	  2.891	 67.000	 10.380	 37.970
        268.133	 -0.040	  0.228	  1.074	  2.891	 67.000	 10.380	 38.020
        268.200	  0.046	  0.166	  1.074	  2.891	 80.000	 10.380	 38.030
        268.267	  0.188	  0.228	  1.074	  2.891	 80.000	 10.380	 38.040
        268.333	 -0.012	  0.228	  1.074	  2.891	 80.000	 10.380	 38.020
        268.400	 -0.079	  0.186	  1.074	  2.891	 80.000	 10.380	 37.980
        268.467	 -0.062	  0.104	  1.072	  2.891	 80.000	 10.380	 37.930
        268.533	 -0.074	  0.186	  1.074	  2.891	 80.000	 10.380	 37.830
        268.600	 -0.052	  0.207	  1.074	  2.891	 80.000	 10.380	 37.740
        268.667	 -0.047	  0.166	  1.074	  2.891	 80.000	 10.380	 37.670
        268.733	 -0.103	  0.186	  1.074	  2.890	 80.000	 10.380	 37.630
        268.800	  0.351	  0.352	  1.072	  2.889	 80.000	 10.380	 37.590
        268.867	 -0.060	  0.166	  1.072	  2.889	 80.000	 10.380	 37.550
        268.933	 -0.017	  0.207	  1.074	  2.889	 80.000	 10.380	 37.500
        269.000	  0.094	  0.186	  1.074	  2.889	 78.000	 10.380	 37.470
        269.067	  0.179	  0.166	  1.074	  2.889	 78.000	 10.380	 37.410
        269.133	 -0.043	  0.166	  1.074	  2.889	 78.000	 10.380	 37.340
        269.200	 -0.067	  0.166	  1.072	  2.889	 78.000	 10.380	 37.270
        269.267	 -0.056	  0.186	  1.074	  2.889	 78.000	 10.380	 37.140
        269.333	 -0.068	  0.145	  1.074	  2.889	 78.000	 10.380	 36.990
        269.400	 -0.071	  0.166	  1.072	  2.889	 78.000	 10.380	 36.870
        269.467	 -0.040	  0.207	  1.074	  2.887	 78.000	 10.380	 36.780
        269.533	 -0.033	  0.166	  1.071	  2.889	 78.000	 10.380	 36.720
        269.600	 -0.095	  0.228	  1.074	  2.887	 78.000	 10.380	 36.670
        269.667	  0.391	  0.456	  1.074	  2.887	 78.000	 10.380	 36.620
        269.733	 -0.056	  0.145	  1.074	  2.887	 78.000	 10.380	 36.590
        269.800	 -0.017	  0.166	  1.072	  2.886	 78.000	 10.380	 36.570
        269.867	  0.090	  0.145	  1.074	  2.886	 71.000	 10.380	 36.570
        269.933	  0.188	  0.186	  1.071	  2.886	 71.000	 10.380	 36.550
        270.000	 -0.038	  0.166	  1.071	  2.886	 71.000	 10.380	 36.550
        270.067	 -0.062	  0.207	  1.071	  2.886	 71.000	 10.380	 36.540
        270.133	 -0.054	  0.145	  1.071	  2.886	 71.000	 10.380	 36.510
        270.200	 -0.064	  0.207	  1.071	  2.886	 71.000	 10.380	 36.440
        270.267	 -0.068	  0.186	  1.072	  2.886	 71.000	 10.380	 36.400
        270.333	 -0.067	  0.207	  1.072	  2.886	 71.000	 10.380	 36.390
        270.400	 -0.027	  0.228	  1.072	  2.886	 71.000	 10.380	 36.390
        270.467	 -0.044	  0.166	  1.071	  2.885	 71.000	 10.380	 36.410
        270.533	 -0.026	  0.290	  1.071	  2.886	 71.000	 10.380	 36.420
        270.600	  0.308	  0.414	  1.071	  2.884	 71.000	 10.380	 36.460
        270.667	 -0.055	  0.166	  1.071	  2.886	 71.000	 10.380	 36.520
        270.733	 -0.011	  0.207	  1.071	  2.884	 71.000	 10.380	 36.630
        270.800	  0.114	  0.166	  1.071	  2.884	 67.000	 10.380	 36.750
        270.867	  0.161	  0.166	  1.071	  2.884	 67.000	 10.380	 36.890
        270.933	 -0.056	  0.166	  1.071	  2.884	 67.000	 10.380	 37.020
        271.000	 -0.067	  0.166	  1.071	  2.884	 67.000	 10.380	 37.140
        271.067	 -0.061	  0.228	  1.071	  2.884	 67.000	 10.380	 37.220
        271.133	 -0.073	  0.166	  1.071	  2.884	 67.000	 10.380	 37.280
        271.200	 -0.028	  0.249	  1.071	  2.884	 67.000	 10.380	 37.380
        271.267	 -0.070	  0.166	  1.071	  2.884	 67.000	 10.380	 37.480
        271.333	  0.116	  0.352	  1.071	  2.884	 67.000	 10.380	 37.590
        271.400	  0.118	  0.249	  1.071	  2.884	 67.000	 10.380	 37.670
        271.467	 -0.049	  0.166	  1.071	  2.882	 67.000	 10.380	 37.770
        271.533	  0.006	  0.186	  1.071	  2.881	 78.000	 10.380	 37.850
        271.600	  0.151	  0.186	  1.071	  2.882	 78.000	 10.380	 37.950
        271.667	  0.116	  0.145	  1.071	  2.881	 78.000	 10.380	 38.040
        271.733	 -0.063	  0.145	  1.071	  2.881	 78.000	 10.380	 38.100
        271.800	 -0.060	  0.186	  1.071	  2.881	 78.000	 10.380	 38.140
        271.867	 -0.060	  0.186	  1.071	  2.881	 78.000	 10.380	 38.080
        271.933	 -0.045	  0.186	  1.071	  2.881	 78.000	 10.380	 38.040
        272.000	 -0.046	  0.166	  1.071	  2.881	 78.000	 10.380	 38.010
        272.067	 -0.104	  0.145	  1.071	  2.881	 78.000	 10.380	 37.990
        272.133	  0.339	  0.414	  1.071	  2.881	 78.000	 10.380	 37.990
        272.200	 -0.062	  0.145	  1.071	  2.880	 78.000	 10.380	 37.970
        272.267	 -0.022	  0.186	  1.071	  2.881	 78.000	 10.380	 37.930
        272.333	  0.085	  0.186	  1.071	  2.881	 81.000	 10.380	 37.920
        272.400	  0.171	  0.145	  1.071	  2.881	 81.000	 10.380	 37.910
        272.467	 -0.047	  0.166	  1.071	  2.881	 81.000	 10.380	 37.870
        272.533	 -0.069	  0.166	  1.071	  2.881	 81.000	 10.380	 37.840
        272.600	 -0.060	  0.166	  1.071	  2.880	 81.000	 10.380	 37.750
        272.667	 -0.073	  0.207	  1.071	  2.880	 81.000	 10.380	 37.630
        272.733	 -0.054	  0.145	  1.071	  2.879	 81.000	 10.380	 37.530
        272.800	 -0.041	  0.207	  1.071	  2.879	 81.000	 10.380	 37.450
        272.867	 -0.104	  0.145	  1.071	  2.879	 81.000	 10.380	 37.410
        272.933	  0.356	  0.456	  1.071	  2.879	 81.000	 10.380	 37.340
        273.000	 -0.071	  0.166	  1.071	  2.879	 81.000	 10.380	 37.280
        273.067	 -0.037	  0.145	  1.071	  2.879	 81.000	 10.380	 37.200
        273.133	  0.058	  0.166	  1.071	  2.879	 77.000	 10.380	 37.140
        273.200	  0.173	  0.166	  1.071	  2.879	 77.000	 10.380	 37.080
        273.267	 -0.047	  0.186	  1.071	  2.879	 77.000	 10.380	 37.010
        273.333	 -0.085	  0.186	  1.071	  2.879	 77.000	 10.380	 36.940
        273.400	 -0.078	  0.166	  1.071	  2.879	 77.000	 10.380	 36.840
        273.467	 -0.091	  0.166	  1.071	  2.879	 77.000	 10.380	 36.720
        273.533	 -0.100	  0.186	  1.071	  2.879	 77.000	 10.380	 36.640
        273.600	 -0.100	  0.124	  1.071	  2.877	 77.000	 10.380	 36.590
        273.667	 -0.067	  0.166	  1.071	  2.879	 77.000	 10.380	 36.570
        273.733	 -0.081	  0.186	  1.071	  2.877	 77.000	 10.380	 36.570
        273.800	 -0.040	  0.331	  1.071	  2.877	 77.000	 10.380	 36.560
        273.867	  0.282	  0.373	  1.071	  2.876	 77.000	 10.380	 36.570
        273.933	 -0.085	  0.186	  1.071	  2.876	 77.000	 10.380	 36.570
        274.000	 -0.040	  0.145	  1.071	  2.876	 77.000	 10.380	 36.570
        274.067	  0.084	  0.166	  1.071	  2.876	 67.000	 10.380	 36.580
        274.133	  0.117	  0.186	  1.071	  2.876	 67.000	 10.380	 36.580
        274.200	 -0.097	  0.207	  1.070	  2.876	 67.000	 10.380	 36.580
        274.267	 -0.103	  0.166	  1.069	  2.876	 67.000	 10.380	 36.580
        274.333	 -0.102	  0.166	  1.070	  2.876	 67.000	 10.380	 36.530
        274.400	 -0.115	  0.207	  1.070	  2.875	 67.000	 10.380	 36.480
        274.467	 -0.117	  0.186	  1.069	  2.875	 67.000	 10.380	 36.460
        274.533	 -0.118	  0.186	  1.069	  2.874	 67.000	 10.380	 36.440
        274.600	 -0.073	  0.207	  1.069	  2.874	 67.000	 10.380	 36.460
