   Elapsed time	    ECG	    EMG	oot GSR	and GSR	     HR	 marker	   RESP
        266.903	 -0.035	  0.124	  4.130	  8.337	 78.000	 10.130	 36.870
        266.968	 -0.009	  0.145	  4.125	  8.340	 78.000	 10.130	 36.710
        267.032	 -0.043	  0.166	  4.124	  8.341	 78.000	 10.130	 36.700
        267.097	  0.259	  0.414	  4.122	  8.345	 78.000	 10.130	 36.620
        267.161	  0.061	  0.290	  4.118	  8.346	 78.000	 10.130	 36.540
        267.226	  0.035	  0.228	  4.115	  8.340	 78.000	 10.130	 36.440
        267.290	  0.073	  0.207	  4.112	  8.329	 78.000	 10.130	 36.330
        267.355	  0.211	  0.124	  4.108	  8.310	 78.000	 10.130	 36.230
        267.419	  0.134	  0.145	  4.104	  8.291	 78.000	 10.130	 36.120
        267.484	 -0.027	  0.166	  4.100	  8.274	 82.000	 10.130	 36.000
        267.548	 -0.024	  0.145	  4.095	  8.242	 82.000	 10.130	 35.690
        267.613	 -0.026	  0.166	  4.094	  8.238	 82.000	 10.130	 35.670
        267.677	 -0.042	  0.124	  4.090	  8.222	 82.000	 10.130	 35.520
        267.742	 -0.040	  0.145	  4.088	  8.205	 82.000	 10.130	 35.430
        267.806	 -0.001	  0.124	  4.085	  8.187	 82.000	 10.130	 35.350
        267.871	 -0.055	  0.145	  4.083	  8.172	 82.000	 10.130	 35.300
        267.935	  0.382	  0.456	  4.079	  8.157	 82.000	 10.130	 35.290
        268.000	 -0.030	  0.145	  4.077	  8.145	 82.000	 10.130	 35.270
        268.065	 -0.003	  0.124	  4.073	  8.132	 82.000	 10.130	 35.260
        268.129	  0.088	  0.124	  4.069	  8.121	 73.000	 10.130	 35.260
        268.194	  0.241	  0.124	  4.066	  8.109	 73.000	 10.130	 35.260
        268.258	  0.037	  0.186	  4.063	  8.098	 73.000	 10.130	 35.260
        268.323	 -0.024	  0.186	  4.061	  8.086	 73.000	 10.130	 35.260
        268.387	 -0.020	  0.124	  4.057	  8.075	 73.000	 10.130	 35.250
        268.452	 -0.030	  0.104	  4.053	  8.064	 73.000	 10.130	 35.210
        268.516	 -0.040	  0.124	  4.051	  8.054	 73.000	 10.130	 35.170
        268.581	 -0.044	  0.145	  4.047	  8.044	 73.000	 10.130	 35.160
        268.645	 -0.033	  0.124	  4.045	  8.038	 73.000	 10.130	 35.150
        268.710	 -0.009	  0.145	  4.041	  8.029	 73.000	 10.130	 35.150
        268.774	 -0.079	  0.145	  4.038	  8.019	 73.000	 10.130	 35.160
        268.839	  0.386	  0.518	  4.035	  8.013	 73.000	 10.130	 35.160
        268.903	 -0.048	  0.145	  4.031	  8.016	 73.000	 10.130	 35.160
        268.968	 -0.016	  0.145	  4.027	  8.013	 73.000	 10.130	 35.160
        269.032	  0.096	  0.145	  4.023	  8.004	 67.000	 10.130	 35.190
        269.097	  0.208	  0.145	  4.021	  7.994	 67.000	 10.130	 35.210
        269.161	 -0.022	  0.166	  4.016	  7.981	 67.000	 10.130	 35.280
        269.226	 -0.058	  0.145	  4.013	  7.963	 67.000	 10.130	 35.400
        269.290	 -0.056	  0.124	  4.010	  7.947	 67.000	 10.130	 35.500
        269.355	 -0.066	  0.145	  4.006	  7.930	 67.000	 10.130	 35.600
        269.419	 -0.065	  0.207	  4.003	  7.915	 67.000	 10.130	 35.730
        269.484	 -0.030	  0.145	  4.000	  7.905	 67.000	 10.130	 35.880
        269.548	 -0.091	  0.145	  3.996	  7.897	 67.000	 10.130	 36.060
        269.613	  0.323	  0.497	  3.993	  7.893	 67.000	 10.130	 36.190
        269.677	 -0.047	  0.145	  3.990	  7.887	 67.000	 10.130	 36.300
        269.742	 -0.010	  0.145	  3.986	  7.875	 67.000	 10.130	 36.400
        269.806	  0.099	  0.124	  3.981	  7.866	 77.000	 10.130	 36.490
        269.871	  0.225	  0.145	  3.979	  7.862	 77.000	 10.130	 36.570
        269.935	  0.003	  0.145	  3.975	  7.853	 77.000	 10.130	 36.620
        270.000	 -0.041	  0.124	  3.973	  7.843	 77.000	 10.130	 36.630
        270.065	 -0.027	  0.166	  3.969	  7.834	 77.000	 10.130	 36.600
        270.129	 -0.034	  0.186	  3.965	  7.825	 77.000	 10.130	 36.550
        270.194	 -0.021	  0.166	  3.961	  7.817	 77.000	 10.130	 36.460
        270.258	 -0.014	  0.207	  3.959	  7.812	 77.000	 10.160	 36.370
        270.323	 -0.049	  0.207	  3.962	  7.805	 77.000	 10.150	 36.280
        270.387	  0.379	  0.497	  3.974	  7.798	 77.000	 10.150	 36.150
        270.452	 -0.025	  0.166	  4.002	  7.790	 77.000	 10.150	 35.990
        270.516	  0.021	  0.207	  4.033	  7.780	 77.000	 10.150	 35.770
        270.581	  0.154	  0.124	  4.043	  7.771	 78.000	 10.150	 35.560
        270.645	  0.212	  0.124	  4.053	  7.762	 78.000	 10.150	 35.510
        270.710	 -0.008	  0.166	  4.067	  7.753	 78.000	 10.150	 35.520
        270.774	 -0.027	  0.207	  4.053	  7.743	 78.000	 10.150	 35.440
        270.839	 -0.024	  0.186	  4.049	  7.733	 78.000	 10.150	 35.420
        270.903	 -0.043	  0.124	  4.044	  7.723	 78.000	 10.150	 35.330
        270.968	 -0.055	  0.145	  4.029	  7.715	 78.000	 10.150	 35.180
        271.032	 -0.021	  0.186	  4.022	  7.706	 78.000	 10.150	 35.030
        271.097	 -0.058	  0.249	  4.159	  7.698	 78.000	 10.150	 35.000
        271.161	  0.269	  0.435	  4.220	  7.691	 78.000	 10.150	 34.990
        271.226	  0.023	  0.311	  4.216	  7.684	 78.000	 10.150	 35.000
        271.290	 -0.044	  0.124	  4.206	  7.676	 78.000	 10.150	 34.960
        271.355	  0.012	  0.145	  4.197	  7.668	 73.000	 10.150	 34.970
        271.419	  0.176	  0.186	  4.191	  7.661	 73.000	 10.150	 34.990
        271.484	  0.103	  0.124	  4.190	  7.653	 73.000	 10.150	 35.040
        271.548	 -0.057	  0.145	  4.181	  7.645	 73.000	 10.150	 35.060
        271.613	 -0.055	  0.124	  4.171	  7.638	 73.000	 10.150	 35.060
        271.677	 -0.062	  0.124	  4.161	  7.630	 73.000	 10.150	 35.050
        271.742	 -0.066	  0.186	  4.155	  7.625	 73.000	 10.160	 35.040
        271.806	 -0.072	  0.166	  4.150	  7.618	 73.000	 10.160	 35.030
        271.871	 -0.125	  0.186	  4.150	  7.610	 73.000	 10.150	 35.030
        271.935	  0.331	  0.539	  4.152	  7.603	 73.000	 10.150	 35.030
        272.000	 -0.092	  0.166	  4.148	  7.597	 73.000	 10.150	 35.020
        272.065	 -0.063	  0.186	  4.136	  7.584	 73.000	 10.150	 34.980
        272.129	  0.050	  0.186	  4.135	  7.583	 80.000	 10.150	 34.980
        272.194	  0.149	  0.166	  4.128	  7.577	 80.000	 10.160	 34.940
        272.258	 -0.076	  0.186	  4.129	  7.569	 80.000	 10.150	 34.910
        272.323	 -0.105	  0.166	  4.135	  7.563	 80.000	 10.150	 34.870
        272.387	 -0.101	  0.124	  4.128	  7.557	 80.000	 10.150	 34.830
        272.452	 -0.096	  0.166	  4.120	  7.551	 80.000	 10.150	 34.760
        272.516	 -0.083	  0.166	  4.110	  7.543	 80.000	 10.160	 34.710
        272.581	 -0.154	  0.145	  4.094	  7.538	 80.000	 10.160	 34.710
        272.645	  0.296	  0.435	  4.088	  7.533	 80.000	 10.150	 34.720
        272.710	 -0.120	  0.166	  4.082	  7.528	 80.000	 10.150	 34.740
        272.774	 -0.082	  0.166	  4.082	  7.523	 80.000	 10.150	 34.750
        272.839	  0.031	  0.228	  4.080	  7.522	 84.000	 10.160	 34.750
        272.903	  0.138	  0.207	  4.079	  7.522	 84.000	 10.160	 34.800
        272.968	 -0.086	  0.311	  4.075	  7.522	 84.000	 10.160	 34.850
        273.032	 -0.107	  0.269	  4.074	  7.522	 84.000	 10.150	 34.860
        273.097	 -0.105	  0.166	  4.075	  7.522	 84.000	 10.150	 34.830
        273.161	 -0.092	  0.186	  4.074	  7.526	 84.000	 10.150	 34.850
        273.226	 -0.072	  0.145	  4.077	  7.531	 84.000	 10.150	 34.860
        273.290	 -0.152	  0.166	  4.075	  7.539	 84.000	 10.160	 34.850
        273.355	  0.284	  0.456	  4.072	  7.553	 84.000	 10.160	 34.810
        273.419	 -0.123	  0.166	  4.069	  7.572	 84.000	 10.160	 34.810
        273.484	 -0.088	  0.207	  4.068	  7.592	 84.000	 10.150	 34.880
        273.548	  0.020	  0.207	  4.067	  7.615	 83.000	 10.150	 34.930
        273.613	  0.144	  0.166	  4.067	  7.645	 83.000	 10.150	 34.940
        273.677	 -0.074	  0.166	  4.067	  7.680	 83.000	 10.150	 34.960
        273.742	 -0.106	  0.124	  4.069	  7.719	 83.000	 10.150	 34.960
        273.806	 -0.101	  0.166	  4.072	  7.756	 83.000	 10.150	 34.980
        273.871	 -0.120	  0.166	  4.075	  7.792	 83.000	 10.150	 34.980
        273.935	 -0.111	  0.269	  4.080	  7.824	 83.000	 10.130	 34.970
        274.000	 -0.088	  0.580	  4.085	  7.856	 83.000	 10.130	 34.970
        274.065	 -0.168	  0.932	  4.090	  7.891	 83.000	 10.130	 34.990
        274.129	  0.243	  0.953	  4.096	  7.929	 83.000	 10.130	 35.060
        274.194	 -0.137	  0.704	  4.103	  7.957	 83.000	 10.130	 35.120
        274.258	 -0.108	  0.601	  4.113	  7.981	 83.000	 10.130	 35.260
        274.323	  0.002	  0.663	  4.130	  8.003	 77.000	 10.130	 35.540
        274.387	  0.143	  0.186	  4.148	  8.021	 77.000	 10.130	 35.820
        274.452	 -0.066	  0.394	  4.167	  8.035	 77.000	 10.130	 36.070
        274.516	 -0.108	  0.269	  4.192	  8.050	 77.000	 10.130	 36.350
        274.581	 -0.095	  0.311	  4.217	  8.066	 77.000	 10.130	 36.550
        274.645	 -0.069	  0.290	  4.239	  8.075	 77.000	 10.120	 36.720
        274.710	 -0.048	  0.207	  4.259	  8.083	 77.000	 10.130	 36.830
        274.774	 -0.129	  0.228	  4.284	  8.090	 77.000	 10.130	 36.940
        274.839	  0.292	  0.435	  4.312	  8.095	 77.000	 10.130	 37.090
        274.903	 -0.078	  0.207	  4.329	  8.097	 77.000	 10.120	 37.190
        274.968	 -0.031	  0.145	  4.345	  8.097	 77.000	 10.110	 37.200
        275.032	  0.095	  0.124	  4.361	  8.097	 85.000	 10.120	 37.170
        275.097	  0.194	  0.166	  4.376	  8.097	 85.000	 10.120	 37.110
        275.161	 -0.015	  0.124	  4.391	  8.093	 85.000	 10.130	 37.000
        275.226	 -0.034	  0.145	  4.405	  8.088	 85.000	 10.130	 36.880
        275.290	 -0.022	  0.145	  4.420	  8.079	 85.000	 10.130	 36.710
        275.355	 -0.028	  0.124	  4.434	  8.071	 85.000	 10.130	 36.490
        275.419	  0.028	  0.145	  4.447	  8.063	 85.000	 10.130	 36.290
        275.484	 -0.025	  0.104	  4.457	  8.054	 85.000	 10.130	 36.130
        275.548	  0.100	  0.373	  4.469	  8.041	 85.000	 10.130	 36.090
        275.613	  0.226	  0.331	  4.479	  8.029	 85.000	 10.130	 36.050
        275.677	 -0.027	  0.124	  4.487	  8.018	 85.000	 10.130	 35.930
        275.742	  0.038	  0.104	  4.494	  8.004	 80.000	 10.130	 35.690
        275.806	  0.195	  0.145	  4.501	  7.991	 80.000	 10.130	 35.440
        275.871	  0.170	  0.124	  4.502	  7.978	 80.000	 10.120	 35.470
        275.935	 -0.001	  0.124	  4.501	  7.963	 80.000	 10.130	 35.490
        276.000	 -0.002	  0.145	  4.500	  7.951	 80.000	 10.130	 35.450
        276.065	 -0.006	  0.166	  4.497	  7.940	 80.000	 10.130	 35.510
        276.129	 -0.023	  0.166	  4.495	  7.927	 80.000	 10.130	 35.480
        276.194	 -0.027	  0.145	  4.491	  7.917	 80.000	 10.130	 35.430
        276.258	 -0.016	  0.145	  4.486	  7.907	 80.000	 10.130	 35.350
        276.323	  0.027	  0.166	  4.478	  7.897	 80.000	 10.130	 35.250
        276.387	 -0.051	  0.166	  4.473	  7.891	 80.000	 10.130	 35.240
        276.452	  0.382	  0.580	  4.468	  7.884	 80.000	 10.150	 35.260
        276.516	 -0.032	  0.166	  4.462	  7.876	 80.000	 10.130	 35.260
        276.581	 -0.006	  0.145	  4.456	  7.870	 80.000	 10.130	 35.230
        276.645	  0.085	  0.166	  4.451	  7.864	 68.000	 10.130	 35.210
        276.710	  0.231	  0.166	  4.450	  7.859	 68.000	 10.130	 35.210
        276.774	  0.026	  0.124	  4.448	  7.852	 68.000	 10.130	 35.260
        276.839	 -0.034	  0.124	  4.446	  7.847	 68.000	 10.150	 35.250
        276.903	 -0.030	  0.145	  4.442	  7.842	 68.000	 10.160	 35.240
        276.968	 -0.054	  0.145	  4.440	  7.837	 68.000	 10.150	 35.240
        277.032	 -0.065	  0.207	  4.437	  7.830	 68.000	 10.130	 35.210
        277.097	 -0.067	  0.145	  4.435	  7.824	 68.000	 10.120	 35.070
        277.161	 -0.070	  0.145	  4.431	  7.819	 68.000	 10.130	 35.020
        277.226	 -0.046	  0.124	  4.428	  7.814	 68.000	 10.130	 35.040
        277.290	 -0.045	  0.145	  4.425	  7.809	 68.000	 10.130	 35.050
        277.355	 -0.109	  0.352	  4.425	  7.803	 68.000	 10.130	 35.060
        277.419	  0.330	  0.787	  4.425	  7.797	 68.000	 10.130	 35.140
        277.484	 -0.089	  0.456	  4.422	  7.790	 68.000	 10.150	 35.200
        277.548	 -0.054	  0.207	  4.421	  7.783	 68.000	 10.150	 35.120
        277.613	  0.070	  0.373	  4.416	  7.777	 63.000	 10.130	 35.080
        277.677	  0.166	  0.580	  4.415	  7.771	 63.000	 10.130	 35.240
        277.742	 -0.074	  0.477	  4.411	  7.765	 63.000	 10.150	 35.480
        277.806	 -0.106	  0.497	  4.406	  7.757	 63.000	 10.160	 35.580
        277.871	 -0.096	  0.891	  4.401	  7.750	 63.000	 10.150	 35.740
        277.935	 -0.109	  0.497	  4.399	  7.743	 63.000	 10.130	 36.130
        278.000	 -0.070	  0.580	  4.396	  7.736	 63.000	 10.150	 36.250
        278.065	 -0.112	  0.704	  4.391	  7.728	 63.000	 10.150	 36.300
        278.129	  0.088	  0.767	  4.385	  7.722	 63.000	 10.130	 36.550
        278.194	  0.047	  0.704	  4.376	  7.715	 63.000	 10.150	 36.900
        278.258	 -0.092	  0.767	  4.366	  7.708	 63.000	 10.150	 37.040
        278.323	 -0.029	  0.932	  4.360	  7.701	 79.000	 10.130	 37.140
        278.387	  0.134	  0.477	  4.354	  7.693	 79.000	 10.130	 37.370
        278.452	  0.087	  0.663	  4.346	  7.687	 79.000	 10.130	 37.530
        278.516	 -0.091	  0.704	  4.341	  7.680	 79.000	 10.150	 37.490
        278.581	 -0.086	  0.870	  4.334	  7.671	 79.000	 10.160	 37.390
        278.645	 -0.087	  0.456	  4.328	  7.664	 79.000	 10.130	 37.340
        278.710	 -0.071	  0.580	  4.319	  7.658	 79.000	 10.130	 37.130
        278.774	 -0.048	  0.435	  4.313	  7.651	 79.000	 10.130	 36.870
        278.839	 -0.135	  0.269	  4.307	  7.645	 79.000	 10.130	 36.830
        278.903	  0.308	  0.684	  4.298	  7.638	 79.000	 10.130	 36.830
        278.968	 -0.093	  0.456	  4.289	  7.634	 79.000	 10.130	 36.700
        279.032	 -0.047	  0.394	  4.288	  7.628	 79.000	 10.130	 36.590
        279.097	  0.059	  0.311	  4.287	  7.620	 81.000	 10.130	 36.510
        279.161	  0.168	  0.228	  4.282	  7.614	 81.000	 10.150	 36.420
        279.226	 -0.047	  0.331	  4.273	  7.601	 81.000	 10.150	 36.260
        279.290	 -0.078	  0.414	  4.273	  7.602	 81.000	 10.130	 36.250
        279.355	 -0.075	  0.331	  4.269	  7.596	 81.000	 10.130	 36.130
        279.419	 -0.090	  0.186	  4.264	  7.588	 81.000	 10.130	 35.890
        279.484	 -0.097	  0.166	  4.259	  7.583	 81.000	 10.130	 35.730
        279.548	 -0.018	  0.145	  4.252	  7.578	 81.000	 10.130	 35.720
        279.613	 -0.108	  0.311	  4.246	  7.571	 81.000	 10.130	 35.760
        279.677	  0.311	  0.580	  4.238	  7.566	 81.000	 10.130	 35.770
        279.742	 -0.089	  0.249	  4.232	  7.558	 81.000	 10.150	 35.700
        279.806	 -0.076	  0.166	  4.223	  7.553	 81.000	 10.150	 35.700
        279.871	  0.008	  0.145	  4.220	  7.548	 75.000	 10.150	 35.630
        279.935	  0.167	  0.145	  4.216	  7.542	 75.000	 10.130	 35.550
        280.000	  0.039	  0.145	  4.216	  7.536	 75.000	 10.150	 35.620
        280.065	 -0.075	  0.145	  4.212	  7.531	 75.000	 10.170	 35.590
        280.129	 -0.067	  0.207	  4.209	  7.524	 75.000	 10.160	 35.480
        280.194	 -0.088	  0.207	  4.205	  7.521	 75.000	 10.150	 35.420
        280.258	 -0.102	  0.166	  4.202	  7.513	 75.000	 10.150	 35.330
        280.323	 -0.046	  0.207	  4.199	  7.509	 75.000	 10.160	 35.190
        280.387	 -0.103	  0.145	  4.195	  7.504	 75.000	 10.170	 35.200
        280.452	  0.068	  0.497	  4.190	  7.500	 75.000	 10.150	 35.260
        280.516	  0.074	  0.311	  4.186	  7.494	 75.000	 10.130	 35.240
        280.581	 -0.113	  0.207	  4.184	  7.489	 75.000	 10.150	 35.310
        280.645	 -0.050	  0.228	  4.178	  7.485	 75.000	 10.150	 35.470
        280.710	  0.116	  0.290	  4.172	  7.481	 75.000	 10.150	 35.570
        280.774	  0.077	  0.414	  4.167	  7.478	 75.000	 10.150	 35.750
        280.839	 -0.088	  0.456	  4.165	  7.476	 75.000	 10.150	 35.950
        280.903	 -0.092	  0.456	  4.160	  7.475	 75.000	 10.150	 36.100
        280.968	 -0.095	  0.767	  4.157	  7.476	 75.000	 10.150	 36.230
        281.032	 -0.049	  0.477	  4.155	  7.479	 75.000	 10.130	 36.380
        281.097	 -0.081	  0.477	  4.150	  7.481	 75.000	 10.130	 36.480
        281.161	 -0.025	  0.704	  4.144	  7.495	 75.000	 10.150	 36.880
        281.226	  0.173	  0.477	  4.144	  7.496	 75.000	 10.130	 36.900
        281.290	 -0.089	  0.290	  4.138	  7.505	 75.000	 10.130	 37.100
        281.355	 -0.023	  0.269	  4.133	  7.514	 75.000	 10.130	 37.280
        281.419	  0.124	  0.373	  4.134	  7.526	 83.000	 10.130	 37.300
        281.484	  0.111	  0.269	  4.134	  7.534	 83.000	 10.130	 37.210
        281.548	 -0.078	  0.249	  4.139	  7.544	 83.000	 10.130	 37.070
        281.613	 -0.072	  0.166	  4.148	  7.554	 83.000	 10.130	 36.920
        281.677	 -0.072	  0.477	  4.153	  7.564	 83.000	 10.150	 36.760
        281.742	 -0.079	  0.974	  4.160	  7.574	 83.000	 10.150	 36.530
        281.806	 -0.010	  0.684	  4.165	  7.584	 83.000	 10.150	 36.350
        281.871	 -0.104	  0.518	  4.173	  7.594	 83.000	 10.150	 36.140
        281.935	  0.321	  0.725	  4.181	  7.603	 83.000	 10.130	 36.040
        282.000	 -0.092	  0.642	  4.188	  7.611	 83.000	 10.130	 35.960
        282.065	 -0.070	  0.539	  4.200	  7.620	 83.000	 10.150	 35.860
        282.129	  0.010	  0.456	  4.211	  7.625	 80.000	 10.130	 35.890
        282.194	  0.182	  0.414	  4.221	  7.630	 80.000	 10.130	 35.800
        282.258	  0.024	  0.290	  4.228	  7.635	 80.000	 10.130	 35.710
        282.323	 -0.068	  0.228	  4.235	  7.639	 80.000	 10.130	 35.640
        282.387	 -0.062	  0.249	  4.247	  7.644	 80.000	 10.130	 35.660
        282.452	 -0.075	  0.186	  4.259	  7.656	 80.000	 10.130	 35.710
        282.516	 -0.088	  0.352	  4.270	  7.670	 80.000	 10.130	 35.580
        282.581	 -0.085	  0.311	  4.287	  7.691	 80.000	 10.130	 35.570
        282.645	 -0.021	  0.228	  4.304	  7.718	 80.000	 10.130	 35.640
        282.710	 -0.076	  0.228	  4.300	  7.750	 80.000	 10.130	 35.680
        282.774	  0.217	  0.373	  4.289	  7.792	 80.000	 10.130	 35.750
        282.839	  0.037	  0.394	  4.257	  7.838	 80.000	 10.130	 35.660
        282.903	 -0.059	  0.166	  4.243	  7.911	 80.000	 10.130	 35.760
        282.968	  0.002	  0.124	  4.216	  8.008	 70.000	 10.120	 35.770
        283.032	  0.161	  0.124	  4.210	  8.084	 70.000	 10.120	 35.710
        283.097	  0.101	  0.145	  4.227	  8.140	 70.000	 10.130	 35.680
        283.161	 -0.067	  0.145	  4.236	  8.184	 70.000	 10.130	 35.650
        283.226	 -0.088	  0.166	  4.281	  8.226	 70.000	 10.120	 35.620
        283.290	 -0.094	  0.166	  4.327	  8.264	 70.000	 10.120	 35.630
        283.355	 -0.105	  0.186	  4.381	  8.297	 70.000	 10.130	 35.520
        283.419	 -0.106	  0.124	  4.439	  8.325	 70.000	 10.130	 35.450
        283.484	 -0.052	  0.166	  4.493	  8.363	 70.000	 10.130	 35.510
        283.548	 -0.084	  0.166	  4.557	  8.421	 70.000	 10.130	 35.730
        283.613	 -0.014	  0.352	  4.560	  8.423	 70.000	 10.120	 35.740
        283.677	  0.178	  0.352	  4.585	  8.443	 70.000	 10.120	 35.830
        283.742	 -0.090	  0.186	  4.606	  8.468	 70.000	 10.120	 36.010
        283.806	 -0.037	  0.145	  4.622	  8.485	 70.000	 10.130	 36.250
        283.871	  0.114	  0.145	  4.636	  8.510	 70.000	 10.130	 36.370
        283.935	  0.126	  0.145	  4.642	  8.520	 70.000	 10.130	 36.490
        284.000	 -0.070	  0.166	  4.647	  8.525	 70.000	 10.130	 36.580
        284.065	 -0.077	  0.124	  4.652	  8.527	 70.000	 10.130	 36.680
        284.129	 -0.083	  0.124	  4.657	  8.524	 70.000	 10.130	 36.780
        284.194	 -0.063	  0.186	  4.660	  8.522	 70.000	 10.120	 36.870
        284.258	 -0.072	  0.145	  4.661	  8.518	 70.000	 10.130	 37.000
        284.323	 -0.135	  0.145	  4.661	  8.510	 70.000	 10.120	 37.060
        284.387	  0.284	  0.414	  4.660	  8.500	 70.000	 10.120	 37.060
        284.452	 -0.104	  0.166	  4.657	  8.488	 70.000	 10.130	 36.980
        284.516	 -0.048	  0.124	  4.645	  8.476	 70.000	 10.120	 36.860
        284.581	  0.092	  0.124	  4.635	  8.461	 83.000	 10.120	 36.740
        284.645	  0.146	  0.145	  4.631	  8.443	 83.000	 10.120	 36.570
        284.710	 -0.069	  0.186	  4.625	  8.427	 83.000	 10.120	 36.450
        284.774	 -0.083	  0.145	  4.618	  8.410	 83.000	 10.120	 36.360
        284.839	 -0.074	  0.124	  4.606	  8.392	 83.000	 10.120	 36.230
        284.903	 -0.089	  0.124	  4.592	  8.376	 83.000	 10.120	 36.030
        284.968	 -0.074	  0.166	  4.573	  8.362	 83.000	 10.130	 35.900
        285.032	 -0.042	  0.166	  4.565	  8.348	 83.000	 10.120	 35.750
        285.097	 -0.131	  0.269	  4.555	  8.328	 83.000	 10.130	 35.750
        285.161	  0.328	  0.601	  4.549	  8.309	 83.000	 10.130	 35.780
        285.226	 -0.105	  0.601	  4.554	  8.291	 83.000	 10.130	 35.750
        285.290	 -0.073	  0.435	  4.557	  8.272	 83.000	 10.130	 35.700
        285.355	  0.034	  0.456	  4.564	  8.253	 75.000	 10.130	 35.710
        285.419	  0.171	  0.539	  4.570	  8.236	 75.000	 10.130	 35.680
        285.484	 -0.048	  0.477	  4.576	  8.218	 75.000	 10.130	 35.560
        285.548	 -0.085	  0.414	  4.579	  8.201	 75.000	 10.130	 35.550
        285.613	 -0.074	  0.249	  4.582	  8.185	 75.000	 10.130	 35.620
        285.677	 -0.079	  0.663	  4.582	  8.170	 75.000	 10.130	 35.630
        285.742	 -0.088	  0.435	  4.579	  8.157	 75.000	 10.130	 35.600
        285.806	 -0.076	  0.373	  4.575	  8.143	 75.000	 10.130	 35.630
        285.871	 -0.019	  0.352	  4.569	  8.131	 75.000	 10.130	 35.570
        285.935	 -0.099	  0.166	  4.563	  8.120	 75.000	 10.130	 35.550
        286.000	  0.333	  0.601	  4.558	  8.106	 75.000	 10.130	 35.570
        286.065	 -0.073	  0.539	  4.554	  8.093	 75.000	 10.130	 35.600
        286.129	 -0.046	  0.414	  4.541	  8.078	 75.000	 10.130	 35.590
        286.194	  0.041	  0.331	  4.535	  8.065	 70.000	 10.130	 35.530
        286.258	  0.203	  0.207	  4.529	  8.053	 70.000	 10.130	 35.510
        286.323	  0.023	  0.269	  4.523	  8.041	 70.000	 10.130	 35.470
        286.387	 -0.052	  0.269	  4.518	  8.029	 70.000	 10.130	 35.460
        286.452	 -0.050	  0.249	  4.514	  8.016	 70.000	 10.120	 35.540
        286.516	 -0.067	  0.228	  4.514	  8.004	 70.000	 10.120	 35.530
        286.581	 -0.081	  0.124	  4.515	  7.997	 70.000	 10.120	 35.470
        286.645	 -0.065	  0.290	  4.510	  7.984	 70.000	 10.120	 35.370
        286.710	 -0.018	  0.373	  4.509	  7.974	 70.000	 10.130	 35.430
        286.774	 -0.106	  0.269	  4.506	  7.964	 70.000	 10.120	 35.420
        286.839	  0.312	  0.684	  4.507	  7.954	 70.000	 10.120	 35.380
        286.903	 -0.082	  0.249	  4.514	  7.945	 70.000	 10.120	 35.390
        286.968	 -0.047	  0.518	  4.504	  7.935	 70.000	 10.120	 35.380
        287.032	  0.047	  0.684	  4.487	  7.927	 72.000	 10.120	 35.460
        287.097	  0.197	  0.539	  4.467	  7.917	 72.000	 10.120	 35.660
        287.161	 -0.008	  0.373	  4.447	  7.910	 72.000	 10.120	 35.800
        287.226	 -0.074	  0.497	  4.426	  7.902	 72.000	 10.120	 35.920
        287.290	 -0.067	  0.331	  4.411	  7.895	 72.000	 10.120	 36.020
        287.355	 -0.076	  0.352	  4.400	  7.886	 72.000	 10.120	 36.120
        287.419	 -0.021	  0.414	  4.391	  7.877	 72.000	 10.120	 36.220
        287.484	 -0.075	  0.331	  4.382	  7.870	 72.000	 10.120	 36.330
        287.548	  0.096	  0.601	  4.381	  7.862	 72.000	 10.120	 36.530
        287.613	  0.084	  0.559	  4.414	  7.855	 72.000	 10.120	 36.650
        287.677	 -0.066	  0.394	  4.427	  7.848	 72.000	 10.120	 36.770
        287.742	 -0.011	  0.352	  4.427	  7.841	 80.000	 10.120	 36.860
        287.806	  0.150	  0.435	  4.423	  7.835	 80.000	 10.120	 37.010
        287.871	  0.104	  0.394	  4.415	  7.829	 80.000	 10.120	 37.120
        287.935	 -0.069	  0.456	  4.420	  7.824	 80.000	 10.120	 37.200
        288.000	 -0.066	  0.435	  4.422	  7.819	 80.000	 10.120	 37.230
        288.065	 -0.065	  0.331	  4.405	  7.816	 80.000	 10.120	 37.170
        288.129	 -0.024	  0.311	  4.392	  7.812	 80.000	 10.120	 37.060
        288.194	 -0.062	  0.290	  4.400	  7.809	 80.000	 10.110	 36.970
        288.258	 -0.017	  0.331	  4.424	  7.806	 80.000	 10.120	 36.890
        288.323	  0.248	  0.580	  4.409	  7.803	 80.000	 10.120	 36.770
        288.387	 -0.067	  0.435	  4.395	  7.801	 80.000	 10.130	 36.590
        288.452	 -0.010	  0.497	  4.371	  7.797	 80.000	 10.120	 36.460
        288.516	  0.146	  0.497	  4.330	  7.793	 83.000	 10.110	 36.330
        288.581	  0.133	  0.207	  4.301	  7.791	 83.000	 10.120	 36.220
        288.645	 -0.050	  0.539	  4.284	  7.788	 83.000	 10.130	 36.090
        288.710	 -0.047	  0.518	  4.304	  7.784	 83.000	 10.130	 35.920
        288.774	 -0.050	  0.166	  4.309	  7.779	 83.000	 10.130	 35.690
        288.839	 -0.056	  0.373	  4.298	  7.777	 83.000	 10.120	 35.610
        288.903	  0.006	  0.414	  4.295	  7.775	 83.000	 10.120	 35.580
        288.968	 -0.064	  0.311	  4.379	  7.771	 83.000	 10.120	 35.540
